date,all_workers,hourly_workers,non_hourly_workers,less_than_high_school,high_school,some_college,college,construction,finance,manufacturing
11/1/2000,11.2450170822,15.0021843168,6.5589721518,18.5243006488,13.1424923828,10.8203613098,7.9565835893,16.7927182066,9.5556126538,10.8438665982
12/1/2000,11.3128685738,14.9581712002,6.7498301807,18.5086706292,12.809497558,11.2346624099,8.0945892316,15.6464216618,9.9566648391,10.8867119291
01/1/2001,11.4370220885,14.9534012942,7.0204238486,18.1454153086,12.8883716644,11.5029646847,8.2159121898,15.8632616604,10.4742947213,11.1379093627
02/1/2001,11.337831125,14.877697213,6.8954477184,17.8177922065,12.8573041261,11.3361029564,8.1736969818,15.7967385416,10.0816023734,10.8777658721
03/1/2001,11.4556187621,15.0187279672,6.9739282065,18.227949069,13.0274468217,11.5276262685,8.1342146487,16.6319405283,9.7376103653,11.4343032571
04/1/2001,11.4728078728,14.970093567,7.1046019913,18.4925809342,12.7391353646,11.7000362595,8.2862717137,17.6835238715,8.9694974759,11.8675186563
05/1/2001,11.3737273711,14.7872141944,7.11689288,17.4905093112,13.1064362075,11.4454938817,8.2092700774,16.7744075195,8.9597754004,11.8650714446
06/1/2001,11.2306895364,14.7561937997,6.7563725577,17.2228478249,13.0297821677,11.1031221361,8.11641881,16.1181495374,8.8844186264,12.0262065427
07/1/2001,11.3013870624,14.6595919386,7.0697730445,17.1206080153,13.0061374161,11.3042205626,8.2628876282,16.8007185367,8.9240208694,12.1763066496
08/1/2001,11.0839206791,14.2786776674,7.0850441851,17.421942159,12.7780161162,10.9331048872,8.0513472818,15.8261439284,9.6699422919,12.104121428
09/1/2001,11.2506258271,14.3243888754,7.3994593539,17.5273618041,12.7611341728,11.0382751991,8.4128566874,14.8842762628,9.2839535159,12.7769561365
10/1/2001,11.1692161955,14.3242136565,7.2796289665,17.4193446252,12.6645278222,11.1862888203,8.1390500798,14.2437522258,8.5403315137,12.7767968634
11/1/2001,11.297282968,14.5721345975,7.2461841126,16.8156475021,13.3180653897,11.1333250901,8.0976816964,14.5096890381,8.9598116662,12.7099556921
12/1/2001,11.4029700958,14.7534494093,7.2423334867,16.9351051462,13.8084370094,10.925063613,8.1200623932,15.7728338169,8.5141277496,13.1854972385
01/1/2002,11.2399813499,14.7373133575,6.9964402455,16.0430902504,14.1641241889,10.6674849659,7.7630774554,14.9025622566,8.2937338446,13.717260665
02/1/2002,11.5134295744,15.010158743,7.2204549583,16.7840250943,14.7099378595,10.7333009871,7.8857256375,15.4561992612,9.4653512509,14.333527043
03/1/2002,11.4712870755,14.9092013299,7.2572592174,17.1706490985,14.3545841817,10.7739897677,7.8889372363,14.2746771817,9.4001742362,14.0520909451
04/1/2002,11.6960495002,15.2135539208,7.3831659208,17.0812357233,14.8835915222,10.7096464892,8.1519454834,13.9463215224,9.4879875117,14.0645684343
05/1/2002,11.6753006979,15.1950579208,7.3785029195,17.3385560972,14.5251458962,10.999536176,8.068645627,14.1505568048,9.4090153139,14.2449879323
06/1/2002,11.6730046764,15.0384443227,7.648790973,16.8090841184,14.42498358,11.3833831522,8.0013317005,14.3795962133,9.9557322254,14.2597841642
07/1/2002,11.6942717625,15.2149024534,7.4373850813,17.0206473124,14.3408370127,11.2311065139,8.2507007888,14.2802340846,10.0149692283,14.3458549654
08/1/2002,11.8979510837,15.5987315295,7.4143818226,17.892217072,14.2818637586,11.6896966455,8.2922260371,14.5258860621,9.5690967474,14.6358131266
09/1/2002,11.9748066952,15.8694851996,7.2185724372,18.3003008735,14.5383233931,11.7435326624,8.2327590988,15.4203023978,10.4289725598,14.7318580185
10/1/2002,12.0230559816,15.8701764439,7.2954531923,17.9615610311,14.9436685772,11.5287156963,8.3704726052,15.790870264,10.7462555735,14.3912513602
11/1/2002,12.139505765,16.1683942134,7.2124201768,17.868551879,15.4483052608,11.999548734,7.9791039152,15.5393137425,10.3088562085,14.5576323843
12/1/2002,12.0697421279,16.1178941825,7.0996457322,17.5317871521,15.3647678961,12.1474156897,7.773705843,15.4818904716,10.1380122276,14.1229112861
01/1/2003,12.3257166863,16.3079772161,7.3611145941,18.2303105655,15.4682664626,12.2744126024,8.1332247426,16.6164722401,10.0757839865,14.0262969934
02/1/2003,12.1919035523,16.1283639262,7.3097968114,18.1578832527,15.109535429,12.0288259747,8.2848115827,15.9027670153,9.8550052529,13.7972515306
03/1/2003,12.2930044097,16.3652927679,7.2315382908,18.7052019193,15.391198816,11.9944977664,8.1926847444,16.9334348026,9.9998842494,14.3961338895
04/1/2003,12.2332332235,16.4037051808,6.985678271,18.6798848227,15.3308693024,12.2336660272,7.7892274614,16.2410521519,10.1137854381,14.4346350096
05/1/2003,12.2149996008,16.3031796982,7.0250415136,18.9898143545,15.3277867002,12.0931524171,7.8092553136,17.2591275808,9.8400058999,13.950541314
06/1/2003,12.4071064595,16.446949878,7.2583155633,19.9717351182,15.5236710737,11.6969563924,8.2983491457,17.3556336026,9.1888704011,13.9438223734
07/1/2003,12.6397282198,16.7610376423,7.3918197042,19.9833333399,15.8347472814,12.2899615223,8.2094657815,18.5553753233,9.8107056208,13.8763909554
08/1/2003,12.6731404035,16.9351596667,7.3305145964,20.0438959003,16.0116346464,12.0572809985,8.4156335559,19.2693432255,9.8997816485,13.9763787058
09/1/2003,12.8294239238,16.9719192607,7.550339107,20.2123021156,15.8709900398,12.1876540824,8.7885212761,18.8529170026,9.3827924313,14.0285791882
10/1/2003,12.9136579033,17.0819167769,7.5477752048,19.318778366,16.0763698954,12.4278826954,8.7507735749,19.6840688917,9.5780577231,14.7070200499
11/1/2003,12.817558796,16.7615273588,7.6786689573,19.7846669355,15.2543161633,12.3902803981,9.0464790651,21.360942788,9.6265142413,14.633077571
12/1/2003,13.0153144525,17.0152902907,7.8007289741,20.4448375282,15.2681446918,12.557863847,9.3663972878,21.6728138024,10.0803131899,15.3799991249
01/1/2004,12.8318844118,16.7577282684,7.6939587867,20.7301851317,14.9124249196,12.4443523282,9.1978734947,21.5092582086,10.0276102524,14.9921183009
02/1/2004,13.0054119321,17.0878955829,7.6644934887,19.9781315125,15.209671437,12.9747951813,9.157948132,21.9403090547,9.5826290553,15.3221193272
03/1/2004,12.993827681,17.166680798,7.5796288138,19.1875736389,15.1301564893,13.182466504,9.3208228919,21.9145502492,9.8604217904,14.723674811
04/1/2004,13.114412982,17.4146936919,7.5491124211,19.4151743717,15.0925129602,13.2553653286,9.6021616216,23.0546489415,10.2363060779,14.7658644207
05/1/2004,13.3990232829,17.8488004496,7.7104943392,19.6322252067,15.4035851993,13.523581779,9.8514857446,21.6402209508,10.1779303516,15.7557986323
06/1/2004,13.506374953,18.1050754101,7.6490644395,20.2008817336,15.1225124576,13.7924194297,10.0516142966,22.1764523631,11.420074999,15.905792195
07/1/2004,13.4595701132,18.0439158382,7.6239548445,19.8160767972,15.0966031222,13.7200724823,10.0390875415,21.1598098455,10.9163840173,16.171160982
08/1/2004,13.5093923024,17.9694502171,7.7265715722,19.4986662415,15.3709778654,13.7474105475,9.9736095654,20.6380236329,10.5190261151,15.5674139922
09/1/2004,13.076509861,17.4912687554,7.4424089692,18.6177176409,15.1374017081,13.6649428642,9.1897760101,20.4816432428,10.7250956725,15.0367447768
10/1/2004,13.117979404,17.5450001485,7.3948009119,19.7170385955,14.8056767009,13.8540612383,9.1862673263,19.6155182955,11.3515234676,14.7379251512
11/1/2004,13.1586008914,17.7083702606,7.2994140184,19.9612360241,14.8941800976,13.7716480694,9.2702918722,18.22193069,11.7137848618,15.0158314574
12/1/2004,13.1403094361,17.67221906,7.3052629696,19.7992841668,14.8865736898,13.9303034356,9.1066181187,16.986587654,11.7010735893,14.5458291126
01/1/2005,13.136990749,17.7578423913,7.2482180059,19.5610162142,14.883496615,13.9616073501,9.1471548756,16.8885792332,11.9983906971,14.6178647145
02/1/2005,13.1484623191,17.6224580295,7.5099722466,20.0029554318,14.3686675059,13.9402411163,9.5059860191,17.2985070885,11.6475932142,14.198936152
03/1/2005,13.1685832111,17.5144606702,7.6350294691,20.2537500974,14.7357071487,13.6897536438,9.4071031854,16.5713973722,10.834076644,14.4810462466
04/1/2005,12.991187623,17.2649229684,7.6305176166,19.9360147566,15.0044569378,13.3144856108,9.2046305475,15.9077186676,10.7980251797,14.5325042681
05/1/2005,12.9274578455,17.2042282523,7.5714340376,19.0547074917,15.0072917737,13.3269310519,9.2694656848,17.1729537116,11.1766530871,13.8510713432
06/1/2005,12.6706327021,16.8975607065,7.3884889572,18.4156839203,14.9425665359,12.9369434066,9.0891952281,16.9625021366,9.9320198277,13.5098291818
07/1/2005,12.5141807238,16.4829754349,7.5705378329,18.4640786325,14.7682494871,12.5268378496,9.1688936543,16.3657864261,9.6274241053,13.0432881612
08/1/2005,12.3610551779,16.245610073,7.5444102795,18.577607853,14.5364417052,12.4632137767,8.8908415722,16.2274447022,9.7472311879,13.1539223101
09/1/2005,12.7080220473,16.6964374639,7.6501745999,19.3452685483,14.5938209539,12.6653708914,9.4961454658,16.5302692504,10.1304165035,12.9090357655
10/1/2005,12.6572435856,16.6603255916,7.7373716124,18.8420232363,14.5369000444,12.9142976525,9.4165614986,17.0181445085,9.1124199526,12.8133643249
11/1/2005,12.701504771,16.7581871016,7.6725265595,18.6409708374,14.6559010855,13.0585929114,9.2806721071,17.148578066,8.7644115493,12.7042086675
12/1/2005,12.6731847674,16.7238884703,7.6258391647,18.7984552187,14.6338799683,12.6256932301,9.6001451997,17.925634608,8.92044153,12.6448333068
01/1/2006,12.7159712022,16.7325835773,7.7092075837,19.0800626279,14.7644448855,12.4035204833,9.7646209365,17.961030963,8.3648961098,12.7923531365
02/1/2006,12.542052072,16.5555354812,7.5128546167,19.0501658851,14.9227748227,12.0986225777,9.4464263383,17.3824286132,8.7523442077,12.6649397703
03/1/2006,12.4541169011,16.3352987613,7.6167091627,18.0908095609,14.5517062893,12.0606242912,9.7301301154,17.2996843508,8.7553010276,12.7459926721
04/1/2006,12.5530639738,16.5668668945,7.5900313582,18.6078369557,14.4594216724,12.2943149373,9.7168091867,16.6881549066,9.2000314024,12.3908170209
05/1/2006,12.261772504,16.0872648064,7.5328426514,18.6787378505,14.3039517824,11.7906697598,9.4114586814,15.4938937356,9.0081029963,12.393607208
06/1/2006,12.384367769,16.2168837231,7.5810583962,18.0609452689,14.5157636897,12.0758197429,9.4766501065,14.5448161435,9.1776904761,12.7080919781
07/1/2006,12.4861622879,16.4671721899,7.5026226633,18.7011563818,14.2989086143,12.3628534588,9.5489271982,15.2814306735,8.8757343747,13.2324009517
08/1/2006,12.4949304594,16.499268732,7.4422601341,18.9286253075,14.3227913094,12.0778073217,9.7425719043,15.0339474761,8.6430062641,13.4327559521
09/1/2006,12.2801664248,16.255364194,7.3798616182,18.5658478864,14.1660130714,12.1444755207,9.2946954479,14.7344186458,8.3376935991,14.1891349201
10/1/2006,12.2568673261,16.2924408545,7.2493337813,18.9547336292,14.1928843178,11.8081366487,9.3526827346,14.0208252179,8.9755513155,14.3844978385
11/1/2006,12.0866124251,15.9864749895,7.3393911279,18.6878638489,14.0634664728,11.5366715766,9.351213482,13.8233796382,9.7047133778,14.2451228999
12/1/2006,11.8661997701,15.7464904815,7.2279005046,18.5370366619,13.6322457354,11.5808994399,9.0365799705,13.9221497459,9.2108760266,14.1390591755
01/1/2007,11.6615319769,15.4301539227,7.1428724923,17.3809344836,13.2683619732,11.793148305,8.831364631,12.6793793619,9.7588018844,13.6798744561
02/1/2007,11.6308659001,15.37816533,7.1367330843,16.7542792869,13.2414512441,11.9464648136,8.7717675667,12.5694326609,9.7994400066,13.7948376973
03/1/2007,11.487180184,15.1885792445,7.0528915229,17.1872934254,13.0584254567,11.8219086155,8.5327651318,12.2301514787,11.2794226208,12.8950836292
04/1/2007,11.36799223,14.9441081213,6.9727095795,17.3899036339,12.6521743643,11.6251658374,8.5559385387,13.473962339,10.494307594,12.9641023826
05/1/2007,11.4718395439,15.1611879566,6.9426374046,18.2462759277,12.3675751805,11.8879908826,8.6423959048,14.191144853,10.8305441199,13.0183250744
06/1/2007,11.4029249967,15.1312945973,6.8455681599,18.6550110157,12.6181482155,11.8626426087,8.1951244573,13.8192560319,11.0021895469,13.0149323724
07/1/2007,11.1531368799,14.8400860441,6.6629867869,17.4546638414,12.6000130806,11.7749447535,7.8830667617,14.1517690821,11.2223727084,12.0655478868
08/1/2007,11.0328797323,14.5654795535,6.78985861,17.2223227349,12.1973425702,11.8784183378,7.9229890458,14.1902673019,11.9906193996,11.3348720331
09/1/2007,11.130495077,14.6481473652,6.8615684178,16.9122062619,12.5229978504,11.4370503575,8.4122390234,14.2071436281,12.8526578826,10.6912353327
10/1/2007,10.9751302598,14.4453098124,6.8370793591,16.1210246932,12.3340742096,11.4170039593,8.3507690922,14.7238374356,12.5052702605,10.4087314594
11/1/2007,10.8987380849,14.3886271398,6.7184066789,15.3994814075,12.1870948171,11.5323322919,8.3175112786,13.8982270327,12.0768734356,10.004734857
12/1/2007,10.9999156513,14.5978825562,6.680609167,15.4080858924,12.4503079504,11.7612469992,8.2217115109,13.6388304483,12.0520305316,10.1634588097
01/1/2008,11.1648596412,14.9529065676,6.6495641561,16.2243630885,12.4095237205,11.7817502205,8.5109569539,13.9751663404,12.0290736272,10.3946118665
02/1/2008,11.1373116915,15.0739960765,6.4957233362,17.5580132135,12.4683211643,11.5913577622,8.3042089268,13.9574797259,11.697585703,10.3804581813
03/1/2008,11.0585321098,15.0214599975,6.3803480189,17.4612464379,12.5135658962,11.4727847995,8.1767852023,14.1253226346,10.7770417452,10.7410038314
04/1/2008,11.0586362577,15.1371481533,6.3127358419,16.4643817583,12.6670867399,11.7455842026,8.1384483732,13.6966970591,10.4847448503,10.6611325244
05/1/2008,11.072728164,15.2550125622,6.2285682528,16.2929177224,12.775000755,11.8761405183,8.0837256439,14.0010096592,10.32497181,11.0339235188
06/1/2008,10.9414250121,15.1024615894,6.1730387918,16.2315997028,12.3273820091,11.598461676,8.2887336917,14.199173416,10.4737456978,10.5700030452
07/1/2008,11.1592025873,15.3219866014,6.3030545397,17.1766536397,12.3070761142,11.6573627253,8.6206450217,14.03863471,10.5855232639,11.5477013701
08/1/2008,11.360760182,15.467121072,6.5806072668,16.6711822369,12.7499071643,11.8700276687,8.7571251703,14.2700243569,10.4647383761,11.7796359618
09/1/2008,11.3226378364,15.4941685236,6.5183688715,16.9892696245,12.8851131026,12.0785118424,8.3685949755,14.1800131538,9.4944456361,11.9632223777
10/1/2008,11.3595845673,15.3715330879,6.6662931852,17.366955206,12.8592403261,12.1184613769,8.3781929213,13.8081341749,9.4635449824,11.989347784
11/1/2008,11.5693411481,15.6783483003,6.782813139,17.6339162027,13.3783651307,12.2792905969,8.4464231871,15.0916516854,9.7027403921,12.7441213508
12/1/2008,11.5976025019,15.4986677314,7.0342467385,18.7265480542,13.50567096,11.8930584103,8.4979408437,16.2928605378,9.5717269568,12.5199051617
01/1/2009,11.6084393312,15.4055031076,7.1593917647,18.2613279365,13.9276243424,11.8871570276,8.3112456731,16.9732730972,9.2709293996,13.1357865712
02/1/2009,11.5745425169,15.3256429469,7.1277757847,17.6936966882,13.7879485459,11.9742419652,8.3594493622,17.0101451463,9.1056824065,12.9505895141
03/1/2009,11.9411445932,16.0307797626,7.0997545439,18.525852645,13.9579527407,12.5589868196,8.6192585609,17.8254259273,8.6541143739,13.4831964502
04/1/2009,12.2428982455,16.0929956894,7.653148658,18.5785630996,14.3680521614,12.6444103048,9.0736748646,17.681127424,9.4233577116,14.0486774583
05/1/2009,12.4481350787,16.1483416678,8.0411155703,18.3790570592,14.8452081372,12.6292482483,9.3935066317,18.1780095963,9.7117866717,13.9456214666
06/1/2009,12.7164448547,16.3879306754,8.334899749,18.5797936727,15.1711150778,13.0349416837,9.5697888392,19.3945345136,10.0780635218,14.8445126807
07/1/2009,12.7478706648,16.5636198815,8.2920318661,18.0872465347,15.4144968842,13.1764507829,9.4788421589,19.3169116328,10.0527269886,14.317358457
08/1/2009,12.9676313064,17.0521037447,8.1157127916,18.2259315449,15.7872004898,13.5531587452,9.4678236085,19.431468816,10.5323975886,15.2096250089
09/1/2009,13.1570165885,17.2062923797,8.2776776161,17.9303516809,15.8307433555,13.6635178068,9.872915697,20.1893050325,11.4422649294,15.1349332742
10/1/2009,13.4872840168,17.6041962301,8.559141655,18.4471138694,16.178768771,14.0494437613,10.0858016106,20.4177147243,11.7605455946,15.4570015936
11/1/2009,13.6556445972,17.8502650839,8.6631405076,19.3155124638,16.0784753742,14.0875443314,10.4255895009,19.8285842276,12.1172261553,15.4181877803
12/1/2009,14.0229850251,18.2671984988,8.9753144668,18.479210905,16.5772045401,14.6817827858,10.8190870561,20.1874549028,12.8358280813,15.3094307787
01/1/2010,14.22392842,18.5360546446,9.056928404,18.8525766009,16.451671346,15.1800800056,11.0010899307,20.8638803144,13.0458876928,14.44292375
02/1/2010,14.6078418351,18.9468795664,9.3759049792,18.5305090079,16.9201883296,15.7600263996,11.2787073453,21.0752520164,13.7565736721,15.382317112
03/1/2010,14.8241348074,19.0566427462,9.7036880968,18.0361160602,17.1088581381,15.9958315653,11.594043763,21.3512052019,14.8615425928,15.3400259574
04/1/2010,14.831055343,19.2315753463,9.5306705275,18.7462353902,16.9687923339,15.9028754923,11.6665891487,21.6538851892,14.2976238548,15.1968676332
05/1/2010,15.0206946627,19.6197513096,9.4530382571,18.8466789609,17.1076725321,16.2265210118,11.7509847344,22.0077827224,15.0779260709,15.1603677416
06/1/2010,15.2692370367,20.0193307097,9.5531261888,19.2562104832,17.3033282314,16.7056494677,11.808420894,21.4982757529,15.38364132,15.250338804
07/1/2010,15.5908594453,20.4564814268,9.7295441102,19.442711196,17.4779810894,17.13436504,12.1998115428,21.0939269921,15.651625752,15.8191201548
08/1/2010,15.6414327887,20.5110427493,9.7630235213,19.9132595375,17.3479952358,17.1785853751,12.2754785879,20.8738847768,15.3196528945,15.6057531452
09/1/2010,15.7378938091,20.8057288729,9.7417833869,20.7456154032,17.7317840226,17.3592463599,11.9594030665,20.9407823688,14.6782253496,16.0442603581
10/1/2010,15.8943939244,20.9349806093,9.9075252523,20.2996563429,18.2441955631,17.208982296,12.2393446133,21.4998240025,15.2524733783,16.3354234904
11/1/2010,15.7947679601,20.6737973502,9.9584127948,20.2666159287,17.8304472751,17.1563849032,12.3373372275,21.3571884904,14.3517725308,16.3726954809
12/1/2010,15.888241659,21.0093503455,9.7111113839,20.4863466441,17.912019006,17.3931658576,12.3020194135,20.9464662315,14.4506129066,16.5957599073
01/1/2011,16.0374096435,21.134909532,9.8482143645,21.1680963033,18.3719391926,17.4559720416,12.2300403657,21.9786603995,14.9631859153,16.8947929552
02/1/2011,16.0855735513,21.1540295041,9.922341268,21.9019658523,18.1434389209,17.5437716268,12.3378468527,21.7242850282,15.7593252177,16.5377010601
03/1/2011,16.0669446974,21.1107250564,10.0068538341,21.6838885124,18.1787664494,17.6355190851,12.2984496578,21.8215971198,16.1669449591,16.4768770838
04/1/2011,16.2544314895,21.4123679972,10.0749163926,21.6440146713,18.1742787881,18.1694929688,12.3802463298,21.7782640348,16.5152409791,16.6327601175
05/1/2011,16.4484889525,21.6039219549,10.2414489681,21.8440261888,18.6797269808,18.027329735,12.5894790139,21.5197143174,15.5372602839,16.4077300699
06/1/2011,16.2887708,21.2917600787,10.2339042387,20.6786991691,18.8962215028,17.7062978864,12.5538314549,21.5132352022,15.6449378458,15.9266378457
07/1/2011,16.3911023405,21.2692161459,10.4484313112,20.4589991055,19.422951558,17.9392963568,12.267386642,22.0202367172,15.7252588819,16.1929060251
08/1/2011,16.2676433192,21.0350703454,10.5601562809,20.0632707516,19.4778053516,17.2733685986,12.5371160332,21.9424297277,15.2440165938,16.4507992758
09/1/2011,16.5561460846,21.3320861883,10.8062492564,19.2329541005,19.6374499461,17.6050897387,13.135555204,21.5599203997,14.8589132133,16.8106094047
10/1/2011,16.324847882,21.1379134877,10.5602906193,19.9887993114,19.0526044332,17.5095622423,12.8585175341,20.8233328062,13.9863481068,17.2335446025
11/1/2011,16.219087202,21.1497570691,10.3353643882,19.2012429676,19.4771925895,17.3615992214,12.5212378437,21.1061250808,14.2006109226,16.3946198775
12/1/2011,16.0213677597,20.7615343995,10.4229975825,18.4205837243,19.2128230105,16.9399621109,12.6439748459,21.6720780629,14.1177334794,17.015578236
01/1/2012,15.9142815713,20.5585931091,10.4580924313,17.3272908443,18.662695827,16.7618901631,13.0540151372,20.4039428637,13.5213075879,16.8449137224
02/1/2012,16.0550855573,20.7449893136,10.6501099418,18.0587647402,19.1559119022,16.5794932355,13.2255547539,21.4233564278,13.2302198714,16.5425681878
03/1/2012,15.9196847565,20.4152721465,10.6565303167,18.238128827,18.9284429023,16.2550074366,13.2141452935,21.1450797131,12.338847176,16.3747204011
04/1/2012,15.875575952,20.0965846827,10.936397957,18.5886771668,19.0802246009,15.747799915,13.3499814338,21.4564284658,11.9301865806,15.6373961223
05/1/2012,15.7361245738,19.8433815897,10.9446935886,19.6810566027,18.3678440772,15.7635505617,13.3413857706,21.2338537152,12.1087030007,15.8533440683
06/1/2012,16.0065230102,20.1689347207,11.1240690936,20.2051127115,18.4578985357,16.2403793347,13.4809080981,22.2197602782,12.7442694557,15.7394485775
07/1/2012,15.9416347755,20.0487174202,11.1313652985,21.5798911022,17.9465378711,15.599455632,13.9645950136,23.232786318,13.5561276177,15.8085367881
08/1/2012,16.0928382897,20.3275588467,11.0630906509,21.3173482663,17.7739929069,16.5482283029,13.8018834715,23.5731625069,14.5459431311,15.1920429638
09/1/2012,15.7455467694,19.8322315854,10.8496281404,20.5362788576,17.3320500159,16.6067843709,13.244826303,23.9277271891,15.3972892058,14.5148548895
10/1/2012,15.9307204148,20.2545379144,10.6876430595,20.3418399581,17.6230790782,16.7571365279,13.4252199381,24.4221660979,16.2009848108,13.6872910697
11/1/2012,15.9751850885,20.2563258299,10.7400883368,20.3678897705,17.6956161547,16.8993755858,13.3495569051,23.5586206452,16.1306587485,14.4146691718
12/1/2012,15.8588628217,20.2511378985,10.4390695569,20.2989618367,17.6874377213,16.9085689012,13.0364291186,23.0007885444,16.2282155405,13.6181490864
01/1/2013,15.6846654757,20.1331727936,10.218770674,20.6927260622,18.0139100998,16.6759738627,12.4857273052,22.2847232645,15.7488337122,14.34523633
02/1/2013,15.5959888202,20.1308727005,9.9538616326,19.9129935117,18.1024236404,16.7023360405,12.1889516313,23.0943923915,14.6341335717,14.5724815447
03/1/2013,15.7893435914,20.5879719777,9.8907589854,19.5187522994,18.5631937674,16.8717761742,12.3216279778,22.6695965008,14.4831565307,14.5918673951
04/1/2013,15.8025750673,20.7947862407,9.6768579415,19.700441794,18.4137090953,17.1835004792,12.1583913688,22.1066821996,15.3519199205,15.1401418737
05/1/2013,15.8714121766,21.0217792885,9.5875700624,19.7125747213,18.7921380777,17.2762956448,12.0251531952,21.8210195268,16.0097032404,15.4414886166
06/1/2013,15.7817451443,21.0668342562,9.3424281664,21.1572938612,18.8503374297,16.9030390229,11.8436242279,21.2128117866,14.4145291455,15.4052994596
07/1/2013,15.6594968602,20.9879452447,9.2013498125,19.2748954177,19.0063529133,17.0165334745,11.6219093545,19.9547566947,13.1133564114,15.0877258323
08/1/2013,15.5274928192,20.8691692919,9.0284795581,19.4263499589,19.2945581775,16.3478845916,11.5947483711,20.4682814533,12.3803008344,14.874639686
09/1/2013,15.5389480509,20.8687260525,9.142167322,20.6899197787,19.4841248517,15.6763094064,11.8011406903,20.1252935436,11.5721539011,14.4620731811
10/1/2013,15.3515764355,20.4430368588,9.2892417621,20.8555576898,19.3532628137,15.3790765984,11.6559748791,19.0260081235,11.0856260181,14.4211028453
11/1/2013,15.4934914167,20.679168327,9.3609088855,21.1231735047,19.2887097493,15.4550116649,11.9890659451,19.4477949842,11.8727590785,13.9210411271
12/1/2013,15.5965589706,20.8064772995,9.4361107378,21.9381079144,19.2132846756,15.5521553475,12.0679732059,18.5052094365,11.7606307669,14.4383757225
01/1/2014,15.8849416991,21.1211881259,9.7221063973,21.5369380509,19.1916198658,15.9251695788,12.6025197788,19.1943706301,12.2613280204,14.1269328751
02/1/2014,15.8211974364,20.8670123082,9.9082161918,22.2175212472,18.9152190911,15.7445456081,12.6677172222,17.1448106703,13.2790748119,14.4976423633
03/1/2014,15.6029999683,20.6658593877,9.6804346706,22.9319847721,18.5262359859,15.4374567241,12.4767002982,17.7236112224,13.6762665189,14.7687143592
04/1/2014,15.5767160799,20.571660343,9.788615667,22.7839317281,18.6453668515,15.2930834159,12.4985198937,17.9396571589,13.8341343876,14.3340108794
05/1/2014,15.3238588077,20.1301547933,9.729734926,22.0490047157,18.1241077835,15.1317784221,12.3698027263,17.7614780971,13.590796425,13.6891225403
06/1/2014,15.3722664037,20.2309305809,9.7860967075,20.6642502179,18.0658485203,15.2899177241,12.65397072,18.5052398235,14.113301636,14.0929981596
07/1/2014,15.4443943083,20.3582333501,9.8155777852,22.1821957094,18.3641664239,15.2376308023,12.5550546845,19.5905898829,14.9018968368,13.9451512068
08/1/2014,15.4593673336,20.2591147413,10.0391617876,22.3641554572,18.1485258875,15.4322640665,12.5410558122,18.2527127819,14.4821784304,13.9526303066
09/1/2014,15.4907350192,20.1213774691,10.1531761562,22.8564436485,17.6970293397,15.797492316,12.6083407383,18.5462934962,14.111949245,14.5719821192
10/1/2014,15.5634260608,20.1268721137,10.2594092491,22.5470987418,17.3047740186,15.8345006511,13.0883929976,18.8575461735,14.2887288422,14.6919733017
11/1/2014,15.4437498758,19.8315137519,10.2979996207,22.6452339173,17.6192378699,15.6759082214,12.6859350656,19.1062030507,13.4560653104,15.2480840948
12/1/2014,15.3924056037,19.7853152598,10.3577290651,22.5674995405,17.5009172051,15.5368796508,12.8029207326,19.8727742313,13.8966996879,14.8818109417
01/1/2015,15.434294672,19.7199575643,10.5186040914,23.4923226302,17.6200506009,15.4319473652,12.7478717654,20.1490819053,13.6243876133,14.3326837846
02/1/2015,15.2493010038,19.7612015464,10.1770537167,23.5292839772,17.1449060704,15.1854938686,12.8180502702,20.7863864983,13.3716729792,13.5725652808
03/1/2015,15.3526376424,19.6534488682,10.506575338,24.0466606988,17.2342095519,15.5709787242,12.6709924051,20.8831661555,13.4448869805,14.4351264773
04/1/2015,15.0908862923,19.1882460788,10.4326782341,23.744829097,16.6754693819,15.3567080654,12.576224847,19.8709759643,12.6298961904,15.1462582919
05/1/2015,15.3671876483,19.6612869817,10.5944312794,22.6519147956,17.4504466263,15.9305164519,12.6771045375,20.0259735369,12.1553693181,15.9068439281
06/1/2015,15.3810500138,19.4008013675,10.9558427888,22.3546511557,17.1992000014,16.2329352721,12.740876371,19.085700172,12.2910076839,15.6504764113
07/1/2015,15.0977356034,19.1208805889,10.7284612648,20.8685536853,16.6526155363,16.1536314889,12.6081070351,17.4937030021,11.8805696854,15.192259654
08/1/2015,15.0077443467,19.1268838476,10.5795164312,19.5985663392,16.2343984211,16.3453348524,12.7299067892,18.4700841247,12.8159450885,15.3194075661
09/1/2015,15.116359224,19.4645127878,10.4904260789,19.5973020282,16.3778674388,16.3747669254,12.8827909644,18.7124266191,13.3090225186,15.2027086846
10/1/2015,15.1720906191,19.8297096306,10.2722508845,20.2145894864,17.0963100325,16.5172255168,12.3965289254,19.495596928,13.6361073637,15.6312849695
11/1/2015,15.2206855285,19.8356755276,10.4123747097,20.1395529468,16.9902577247,16.2459190566,12.798665376,18.8984194331,13.7655373991,15.450201576
12/1/2015,15.3183429881,19.7953072513,10.5847220036,20.1485274105,17.4779298741,16.1743579318,12.842889973,17.7327787063,14.3437932132,16.0320710283
01/1/2016,15.0656604397,19.7265033443,10.0789116263,19.3803747726,17.5197334494,16.0789447033,12.4515650006,18.1253688834,14.7216603232,16.8251128451
