date,all_workers,hourly_workers,non_hourly_workers,less_than_high_school,high_school,some_college,college,construction,finance,manufacturing
02/1/2016,15.0883617509,19.5715223074,10.199412786,18.5526582082,17.7996717426,16.2720693304,12.2835324835,17.9203758473,13.8024733875,16.8283828103
03/1/2016,14.8821865052,19.5478946673,9.7955810878,17.2426734216,17.845473977,15.8455392493,12.2870240894,17.8052333245,13.4071367698,16.1505694464
04/1/2016,14.8467762741,19.6885130587,9.5622609978,17.181332995,17.7083491413,15.6563693312,12.3646063068,18.2867980489,13.7175388462,16.2400496888
05/1/2016,14.5484253883,19.1722561804,9.4180975124,17.6351229166,17.1359500445,15.2265694802,12.1417341974,17.5511059593,13.7751684862,15.8617681459
06/1/2016,14.109813273,18.7454832847,8.9592008458,18.1472422171,16.7524833601,14.3928624811,11.8213237052,17.7149282853,12.977996262,15.8821979319
07/1/2016,14.2793423954,18.9009320877,9.1005132345,18.8268684992,16.5648993217,14.5292753999,12.1665165127,18.1033451191,12.5398764503,16.2734635865
08/1/2016,14.1804989357,18.8833134754,8.8652440202,20.2201164515,16.6012586122,14.3596245433,11.776228534,17.2582638792,11.5483364303,16.3962007883
09/1/2016,13.8072849683,18.1599056607,8.8734195333,19.4361918791,16.3106966984,13.9893534262,11.3872188522,16.5217719595,11.1276422276,16.4015886828
10/1/2016,13.6582582096,17.7703936631,8.984500232,18.5561796815,15.6612689156,14.0742504439,11.4623306985,15.5682787384,10.9565919187,15.9403825975
11/1/2016,13.7707402558,18.1551654218,8.7389833677,18.7756159478,15.6180386507,14.596863504,11.3677236747,16.9707803195,11.760586393,15.7013381045
12/1/2016,13.7282754318,18.2029888346,8.6865577653,18.2136985253,14.9335601571,15.1488746083,11.3606184864,17.7097892654,10.8333604541,15.7270826617
01/1/2017,13.7724069885,18.14864849,8.8308922829,18.4721432053,15.0075595937,15.0848203981,11.3916296614,16.6407906705,11.1587799482,15.2565877286
02/1/2017,13.7253923547,18.1911679575,8.6832869564,18.2873710128,15.1441966237,15.0533593607,11.3069676023,17.1681271953,11.9459941296,15.5455211421
03/1/2017,13.7976611323,18.0984990196,8.9388256579,19.6609803726,14.850475159,15.1136716303,11.3909344047,16.9810805105,11.7409957904,15.6220749386
